fold_id,pdf_name
7,BabyNet: Residual Transformer Module for Birth Weight Prediction on Fetal Ultrasound Video
7,CASHformer: Cognition Aware SHape Transformer for Longitudinal Analysis
7,S$$^3$$R: Self-supervised Spectral Regression for Hyperspectral Histopathology Image Classification
7,Usable Region Estimate for Assessing Practical Usability of Medical Image Segmentation Models
7,Region Proposal Rectification Towards Robust Instance Segmentation of Biological Images
7,Detecting Hypo-plastic Left Heart Syndrome in Fetal Ultrasound via Disease-Specific Atlas Maps
7,Multiple Meta-model Quantifying for Medical Visual Question Answering
7,E-DSSR: Efficient Dynamic Surgical Scene Reconstruction with Transformer-Based Stereoscopic Depth Perception
7,U-DuDoNet: Unpaired Dual-Domain Network for CT Metal Artifact Reduction
7,Medical Transformer: Gated Axial-Attention for Medical Image Segmentation
7,Colorectal Polyp Classification from White-Light Colonoscopy Images via Domain Alignment
7,Boundary-Assisted Region Proposal Networks for Nucleus Segmentation
7,Deep Interactive Learning: An Efficient Labeling Approach for Deep Learning-Based Osteosarcoma Treatment Response Assessment
7,Superpixel-Guided Label Softening for Medical Image Segmentation
7,Decoupling Inherent Risk and Early Cancer Signs in Image-Based Breast Cancer Risk Models
7,Inertial Measurements for Motion Compensation in Weight-Bearing Cone-Beam CT of the Knee
7,Learning Guided Electron Microscopy with Active Acquisition
7,Histopathological Stain Transfer Using Style Transfer Network with Adversarial Loss
7,DistNet: Deep Tracking by Displacement Regression: Application to Bacteria Growing in the Mother Machine
7,Rethinking Anticipation Tasks: Uncertainty-Aware Anticipation of Sparse Surgical Instrument Usage for Context-Aware Assistance
7,Deep Small Bowel Segmentation with Cylindrical Topological Constraints
7,Uncertainty Estimates as Data Selection Criteria to Boost Omni-Supervised Learning
7,AlignShift: Bridging the Gap of Imaging Thickness in 3D Anisotropic Volumes
7,Synthetic Sample Selection via Reinforcement Learning
7,Permutohedral Attention Module for Efficient Non-local Neural Networks
7,Patch Transformer for Multi-tagging Whole Slide Histopathology Images
7,Surgical Skill Assessment on In-Vivo Clinical Data via the Clearness of Operating Field
7,DeepAtlas: Joint Semi-supervised Learning of Image Registration and Segmentation
7,Learning Generalizable Recurrent Neural Networks from Small Task-fMRI Datasets
7,Learning to Segment 3D Linear Structures Using Only 2D Annotations
7,More Knowledge Is Better: Cross-Modality Volume Completion and 3D+2D Segmentation for Intracardiac Echocardiography Contouring
7,Spatiotemporal Manifold Prediction Model for Anterior Vertebral Body Growth Modulation Surgery in Idiopathic Scoliosis
7,Fast Vessel Segmentation and Tracking in Ultra High-Frequency Ultrasound Images
7,Automatic Skin Lesion Segmentation on Dermoscopic Images by the Means of Superpixel Merging
7,Btrfly Net: Vertebrae Labelling with Energy-Based Adversarial Learning of Local Spine Prior
7,Improving Cytoarchitectonic Segmentation of Human Brain Areas with Self-supervised Siamese Networks
7,3D Segmentation with Exponential Logarithmic Loss for Highly Unbalanced Object Sizes
7,Online Statistical Inference for Large-Scale Binary Images
7,Fast Prospective Detection of Contrast Inflow in X-ray Angiograms with Convolutional Neural Network and Recurrent Neural Network
7,Anatomy-Driven Modelling of Spatial Correlation for Regularisation of Arterial Spin Labelling Images
7,Does Manual Delineation only Provide the Side Information in CT Prostate Segmentation?
7,GSplit LBI: Taming the Procedural Bias in Neuroimaging for Disease Prediction
7,A Fixed-Point Model for Pancreas Segmentation in Abdominal CT Scans
7,Iterative Multi-domain Regularized Deep Learning for Anatomical Structure Detection and Segmentation from Ultrasound Images
7,New Multi-task Learning Model to Predict Alzheimer’s Disease Cognitive Assessment
7,SpineNet: Automatically Pinpointing Classification Evidence in Spinal MRIs
7,Correlation-Weighted Sparse Group Representation for Brain Network Construction in MCI Classification
7,Vision-Based Intraoperative Cone-Beam CT Stitching for Non-overlapping Volumes
7,Sample Size Estimation for Outlier Detection
7,A Liver Atlas Using the Special Euclidean Group
7,A Partial Domain Approach to Enable Aortic Flow Simulation Without Turbulent Modeling
7,GPSSI: Gaussian Process for Sampling Segmentations of Images
7,Motion-Aware Mosaicing for Confocal Laser Endomicroscopy
7,Iterative Subspace Screening for Rapid Sparse Estimation of Brain Tissue Microstructural Properties
7,Prospective Prediction of Thin-Cap Fibroatheromas from Baseline Virtual Histology Intravascular Ultrasound Data
7,Lung Segmentation from CT with Severe Pathologies Using Anatomical Constraints
7,Improved Screw Placement for Slipped Capital Femoral Epiphysis (SCFE) Using Robotically-Assisted Drill Guidance
7,Online Scene Association for Endoscopic Navigation
7,Group-Wise Optimization of Common Brain Landmarks with Joint Structural and Functional Regulations
7,Discriminative Parameter Estimation for Random Walks Segmentation
7,Particle-Guided Image Registration
7,Longitudinal Modeling of Glaucoma Progression Using 2-Dimensional Continuous-Time Hidden Markov Model
7,Fusing Correspondenceless 3D Point Distribution Models
7,A Variational Formulation for Discrete Registration
7,Estimation of a Multi-fascicle Model from Single B-Value Data with a Population-Informed Prior
7,Efficient Reconstruction-Based Optic Cup Localization for Glaucoma Screening
7,Negative Evidence Matters in Interpretable Histology Image Classification
7,Feature-based image registration in structured light endoscopy
7,Automated Labelling using an Attention model for Radiology reports of MRI scans (ALARM)
7,Uncertainty-Aware Training of Neural Networks for Selective Medical Image Segmentation
7,Feature Disentanglement to Aid Imaging Biomarker Characterization for Genetic Mutations
7,Cluster Analysis in Latent Space: Identifying Personalized Aortic Valve Prosthesis Shapes using Deep Representations
8,AngioMoCo: Learning-Based Motion Correction in Cerebral Digital Subtraction Angiography
8,Fine-Grained Correlation Loss for Regression
8,Feature Re-calibration Based Multiple Instance Learning for Whole Slide Image Classification
8,Interpretable Graph Neural Networks for Connectome-Based Brain Disorder Analysis
8,Deep Reinforcement Learning for Detection of Inner Ear Abnormal Anatomy in Computed Tomography
8,FedHarmony: Unlearning Scanner Bias with Distributed Data
8,Self-supervised Depth Estimation in Laparoscopic Image Using 3D Geometric Consistency
8,Camera Adaptation for Fundus-Image-Based CVD Risk Estimation
8,Learning Incrementally to Segment Multiple Organs in a CT Image
8,EchoGNN: Explainable Ejection Fraction Estimation with Graph Neural Networks
8,Attention Mechanisms for Physiological Signal Deep Learning: Which Attention Should We Take?
8,On the Uncertain Single-View Depths in Colonoscopies
8,A Spatial Guided Self-supervised Clustering Network for Medical Image Segmentation
8,Learned Super Resolution Ultrasound for Improved Breast Lesion Characterization
8,Personalized Retrogress-Resilient Framework for Real-World Medical Federated Learning
8,Relational Subsets Knowledge Distillation for Long-Tailed Retinal Diseases Recognition
8,POPCORN: Progressive Pseudo-Labeling with Consistency Regularization and Neighboring
8,Federated Semi-supervised Medical Image Classification via Inter-client Relation Matching
8,Topological Receptive Field Model for Human Retinotopic Mapping
8,Structure-Preserving Multi-domain Stain Color Augmentation Using Style-Transfer with Disentangled Representations
8,Joint Optimization of Hadamard Sensing and Reconstruction in Compressed Sensing Fluorescence Microscopy
8,Cross-Domain Depth Estimation Network for 3D Vessel Reconstruction in OCT Angiography
8,Lymph Node Gross Tumor Volume Detection in Oncology Imaging via Relationship Learning Using Graph Neural Network
8,Searching Collaborative Agents for Multi-plane Localization in 3D Ultrasound
8,Weakly Supervised Multiple Instance Learning Histopathological Tumor Segmentation
8,Automatic Segmentation Localization and Identification of Vertebrae in 3D CT Images Using Cascaded Convolutional Neural Networks
8,Entropy Guided Unsupervised Domain Adaptation for Cross-Center Hip Cartilage Segmentation from MRI
8,Adaptive Context Selection for Polyp Segmentation
8,Alleviating the Incompatibility Between Cross Entropy Loss and Episode Training for Few-Shot Skin Disease Classification
8,Deep Sequential Mosaicking of Fetoscopic Videos
8,Bayesian Optimization on Large Graphs via a Graph Convolutional Generative Model: Application in Cardiac Model Personalization
8,Closing the Gap Between Deep and Conventional Image Registration Using Probabilistic Dense Displacement Networks
8,Targeting Precision with Data Augmented Samples in Deep Learning
8,Whole-Sample Mapping of Cancerous and Benign Tissue Properties
8,Deep Probabilistic Modeling of Glioma Growth
8,k-t NEXT: Dynamic MR Image Reconstruction Exploiting Spatio-Temporal Correlations
8,Multi-scale GANs for Memory-efficient Generation of High Resolution Medical Images
8,Recurrent Neural Networks for Aortic Image Sequence Segmentation with Sparse Annotations
8,Multi-context Deep Network for Angle-Closure Glaucoma Screening in Anterior Segment OCT
8,Learning an Infant Body Model from RGB-D Data for Accurate Full Body Motion Analysis
8,Adversarial Domain Adaptation for Classification of Prostate Histopathology Whole-Slide Images
8,Automatic Fast and Robust Characterization of Noise Distributions for Diffusion MRI
8,A Bayes Hilbert Space for Compartment Model Computing in Diffusion MRI
8,Efficient Laplace Approximation for Bayesian Registration Uncertainty Quantification
8,Computational Immunohistochemistry: Recipes for Standardization of Immunostaining
8,Segmentation of Intracranial Arterial Calcification with Deeply Supervised Residual Dropout Networks
8,q-Space Upsampling Using x-q Space Regularization
8,Segmentation of Cortical and Subcortical Multiple Sclerosis Lesions Based on Constrained Partial Volume Modeling
8,Towards Image-Guided Pancreas and Biliary Endoscopy: Automatic Multi-organ Segmentation on Abdominal CT with Dense Dilated Networks
8,Progressive and Multi-path Holistically Nested Neural Networks for Pathological Lung Segmentation from CT Images
8,Multi-level Multi-task Structured Sparse Learning for Diagnosis of Schizophrenia Disease
8,Isotropic Reconstruction of 3D Fluorescence Microscopy Images Using Convolutional Neural Networks
8,Spatial Clockwork Recurrent Neural Network for Muscle Perimysium Segmentation
8,Model Criticism for Regression on the Grassmannian
8,Who Is Talking to Whom: Synaptic Partner Detection in Anisotropic Volumes of Insect Brain
8,Towards Non-invasive Image-Based Early Diagnosis of Autism
8,Surgical Tool Tracking and Pose Estimation in Retinal Microsurgery
8,Estimate Compensate Iterate: Joint Motion Estimation and Compensation in 4-D Cardiac C-arm Computed Tomography
8,Topology Preservation and Anatomical Feasibility in Random Walker Image Registration
8,Real-Time Muscle Deformation via Decoupled Modeling of Solid and Muscle Fiber Mechanics
8,Robust Bone Detection in Ultrasound Using Combined Strain Imaging and Envelope Signal Power Detection
8,Fast Part-Based Classification for Instrument Detection in Minimally Invasive Surgery
8,Myocardial Infarct Segmentation and Reconstruction from 2D Late-Gadolinium Enhanced Magnetic Resonance Images
8,Respiratory Motion Compensation with Relevance Vector Machines
8,Segmentation of the Left Ventricle Using Distance Regularized Two-Layer Level Set Approach
8,Apoptosis Detection for Non-adherent Cells in Time-lapse Phase Contrast Microscopy
8,Toward Online Modeling for Lesion Visualization and Monitoring in Cardiac Ablation Therapy
8,Manifold Diffusion for Exophytic Kidney Lesion Detection on Non-contrast CT Images
8,Characterizing the DIstribution of Anisotropic MicrO-structural eNvironments with Diffusion-Weighted Imaging (DIAMOND)
8,Deep Learning-Based Feature Representation for AD MCI Classification
8,Learning Interclass Relations for Intravenous Contrast Phase Classification in CT
8,Hybrid optimization between iterative and network fine-tuning reconstructions for fast quantitative susceptibility mapping
8,Direct estimation of fetal head circumference from ultrasound images based on regression CNN
8,Exclusive Independent Probability Estimation using Deep 3D Fully Convolutional DenseNets: Application to IsoIntense Infant Brain MRI Segmentation
8,Weakly Supervised Deep Nuclei Segmentation using Points Annotation in Histopathology Images
8,Learning with Multitask Adversaries using Weakly Labelled Data for Semantic Segmentation in Retinal Images
9,Analyzing Brain Structural Connectivity as Continuous Random Functions
9,GradMix for Nuclei Segmentation and Classification in Imbalanced Pathology Image Datasets
9,Siamese Encoder-based Spatial-Temporal Mixer for Growth Trend Prediction of Lung Nodules on CT Scans
9,Online Easy Example Mining for Weakly-Supervised Gland Segmentation from Histology Images
9,Improving Trustworthiness of AI Disease Severity Rating in Medical Imaging with Ordinal Conformal Prediction Sets
9,EchoCoTr: Estimation of the Left Ventricular Ejection Fraction from Spatiotemporal Echocardiography
9,RepsNet: Combining Vision with Language for Automated Medical Reports
9,What Can We Learn About a Generated Image Corrupting Its Latent Representation?
9,Learning Shape Distributions from Large Databases of Healthy Organs: Applications to Zero-Shot and Few-Shot Abnormal Pancreas Detection
9,Implicit Neural Representations for Generative Modeling of Living Cell Shapes
9,CS$$^2$$: A Controllable and Simultaneous Synthesizer of Images and Annotations with Minimal Human Intervention
9,Adaptive 3D Localization of 2D Freehand Ultrasound Brain Images
9,Cell Detection in Domain Shift Problem Using Pseudo-Cell-Position Heatmap
9,NucMM Dataset: 3D Neuronal Nuclei Instance Segmentation at Sub-Cubic Millimeter Scale
9,2D Histology Meets 3D Topology: Cytoarchitectonic Brain Mapping with Graph Neural Networks
9,Weakly-Supervised Universal Lesion Segmentation with Regional Level Set Loss
9,Semi-supervised Left Atrium Segmentation with Mutual Consistency Training
9,Bounding Maps for Universal Lesion Detection
9,Difficulty-Aware Meta-learning for Rare Disease Diagnosis
9,MvMM-RegNet: A New Image Registration Framework Based on Multivariate Mixture Model and Neural Network Estimation
9,An Evolutionary Framework for Microstructure-Sensitive Generalized Diffusion Gradient Waveforms
9,Higher-Order Flux with Spherical Harmonics Transform for Vascular Analysis
9,Robust Pancreatic Ductal Adenocarcinoma Segmentation with Multi-institutional Multi-phase Partially-Annotated CT Scans
9,Revisiting 3D Context Modeling with Supervised Pre-training for Universal Lesion Detection in CT Slices
9,Lymph Node Gross Tumor Volume Detection and Segmentation via Distance-Based Gating Using 3D CT PET Imaging in Radiotherapy
9,LAMP: Large Deep Nets with Automated Model Parallelism for Image Segmentation
9,Multiclass Segmentation as Multitask Learning for Drusen Segmentation in Retinal Optical Coherence Tomography
9,Multi-task Attention-Based Semi-supervised Learning for Medical Image Segmentation
9,Concept-Centric Visual Turing Tests for Method Validation
9,Enhancing OCT Signal by Fusion of GANs: Improving Statistical Power of Glaucoma Clinical Trials
9,CS-Net: Channel and Spatial Attention Network for Curvilinear Structure Segmentation
9,Impact of Adversarial Examples on Deep Learning Models for Biomedical Image Segmentation
9,Bayesian Volumetric Autoregressive Generative Models for Better Semisupervised Learning
9,Multiple Landmark Detection Using Multi-agent Reinforcement Learning
9,Boundary and Entropy-Driven Adversarial Learning for Fundus Image Segmentation
9,Pick-and-Learn: Automatic Quality Evaluation for Noisy-Labeled Image Segmentation
9,A Novel Mixed Reality Navigation System for Laparoscopy Surgery
9,A Novel Deep Learning Framework on Brain Functional Networks for Early MCI Diagnosis
9,3D Anisotropic Hybrid Network: Transferring Convolutional Features from 2D Images to 3D Anisotropic Volumes
9,Webly Supervised Learning for Skin Lesion Classification
9,Semi-automatic RECIST Labeling on CT Scans with Cascaded Convolutional Neural Networks
9,Efficient Deformable Motion Correction for 3-D Abdominal MRI Using Manifold Regression
9,Lesion Detection and Grading of Diabetic Retinopathy via Two-Stages Deep Convolutional Neural Networks
9,Personalized Diagnosis for Alzheimer’s Disease
9,Process Monitoring in the Intensive Care Unit: Assessing Patient Mobility Through Activity Analysis with a Non-Invasive Mobility Sensor
9,Structured Sparse Low-Rank Regression Model for Brain-Wide and Genome-Wide Associations
9,Predicting Activation Across Individuals with Resting-State Functional Connectivity Based Multi-Atlas Label Fusion
9,A Sparse Bayesian Learning Algorithm for Longitudinal Image Data
9,Automated Shape and Texture Analysis for Detection of Osteoarthritis from Radiographs of the Knee
9,Multimodal Cortical Parcellation Based on Anatomical and Functional Brain Connectivity
9,Accelerated Dynamic MRI Reconstruction with Total Variation and Nuclear Norm Regularization
9,A Matching Model Based on Earth Mover’s Distance for Tracking Myxococcus Xanthus
9,A Quadratic Energy Minimization Framework for Signal Loss Estimation from Arbitrarily Sampled Ultrasound Data
9,3D Spine Reconstruction of Postoperative Patients from Multi-level Manifold Ensembles
9,Compact and Informative Representation of Functional Connectivity for Predictive Modeling
9,Cell Detection and Segmentation Using Correlation Clustering
9,Automatic Localization of Cochlear Implant Electrodes in CT
9,Attenuation Correction Synthesis for Hybrid PET-MR Scanners
9,Weighted Functional Boxplot with Application to Statistical Atlas Construction
9,Cell Orientation Entropy (COrE): Predicting Biochemical Recurrence from Prostate Cancer Tissue Microarrays
9,Automated Nucleus and Cytoplasm Segmentation of Overlapping Cervical Cells
9,Learning Nonrigid Deformations for Constrained Multi-modal Image Registration
9,Anatomical Labeling of the Circle of Willis Using Maximum A Posteriori Graph Matching
9,Normalisation of Neonatal Brain Network Measures Using Stochastic Approaches
9,Prediction of Cranio-Maxillofacial Surgical Planning Using an Inverse Soft Tissue Modelling Approach
9,A Spatial Mixture Approach to Inferring Sub-ROI Spatio-temporal Patterns from Rapid Event-Related fMRI Data
9,Configurable Automatic Detection and Registration of Fiducial Frames for Device-to-Image Registration in MRI-Guided Prostate Interventions
9,Identification of MCI Using Optimal Sparse MAR Modeled Effective Connectivity Networks
9,Joint Model-Pixel Segmentation with Pose-Invariant Deformable Graph-Priors
9,Large Deformation Image Classification Using Generalized Locality-Constrained Linear Coding
9,Memory-efficient Segmentation of High-resolution Volumetric MicroCT Images
9,Image Sequence Generation and Analysis via GRU and Attention for Trachomatous Trichiasis Classification
9,Breaking Speed Limits with Simultaneous Ultra-Fast MRI Reconstruction and Tissue Segmentation
9,Cascade Dual-branch Deep Neural Networks for Retinal Layer and fluid Segmentation of Optical Coherence Tomography Incorporating Relative Positional Map
9,Deep Reinforcement Learning for Subpixel Neural Tracking
10,Skin Lesion Correspondence Localization in Total Body Photography
10,Non-iterative Coarse-to-fine Transformer Networks for Joint Affine and  Deformable Image Registration
10,Regression Metric Loss: Learning a Semantic Representation Space for Medical Images
10,CorticalFlow$$^{++}$$: Boosting Cortical Surface Reconstruction Accuracy Regularity and Interoperability
10,LifeLonger: A Benchmark for Continual Disease Classification
10,Leveraging Labeling Representations in Uncertainty-Based Semi-supervised Segmentation
10,Stepwise Feature Fusion: Local Guides Global
10,FFCNet: Fourier Transform-Based Frequency Learning and Complex Convolutional Network for Colon Disease Classification
10,Neural Annotation Refinement: Development of a New 3D Dataset for Adrenal Gland Analysis
10,Rapid Treatment Planning for Low-dose-rate Prostate Brachytherapy with TP-GAN
10,Cooperative Training and Latent Space Data Augmentation for Robust Medical Image Segmentation
10,GKD: Semi-supervised Graph Knowledge Distillation for Graph-Independent Inference
10,DeepStationing: Thoracic Lymph Node Station Parsing in CT Scans Using Anatomical Context Encoding and Key Organ Auto-Search
10,Co-generation and Segmentation for Generalized Surgical Instrument Segmentation on Unlabelled Data
10,Multi-StyleGAN: Towards Image-Based Simulation of Time-Lapse Live-Cell Microscopy
10,Ultrasound Video Transformers for Cardiac Ejection Fraction Estimation
10,Self-supervised Multi-modal Alignment for Whole Body Medical Imaging
10,Synthetic and Real Inputs for Tool Segmentation in Robotic Surgery
10,Cross-Modality Multi-atlas Segmentation Using Deep Neural Networks
10,Automatic Probe Movement Guidance for Freehand Obstetric Ultrasound
10,Two-Stream Deep Feature Modelling for Automated Video Endoscopy Data Analysis
10,Dynamic Memory to Alleviate Catastrophic Forgetting in Continuous Learning Settings
10,Modelling the Distribution of 3D Brain MRI Using a 2D Slice VAE
10,Optimizing the Dice Score and Jaccard Index for Medical Image Segmentation: Theory and Practice
10,Learning Task-Specific and Shared Representations in Medical Imaging
10,Adversarial Optimization for Joint Registration and Segmentation in Prostate CT Radiotherapy
10,Dual-Stream Pyramid Registration Network
10,Learning Where to Look While Tracking Instruments in Robot-Assisted Surgery
10,MVP-Net: Multi-view FPN with Position-Aware Attention for Deep Universal Lesion Detection
10,Cortical Surface Parcellation Using Spherical Convolutional Neural Networks
10,A Novel Loss Function Incorporating Imaging Acquisition Physics for PET Attenuation Map Generation Using Deep Learning
10,Collaborative Multi-agent Learning for MR Knee Articular Cartilage Segmentation
10,Quantifying Confounding Bias in Neuroimaging Datasets with Causal Inference
10,Synthetic Augmentation and Feature-Based Filtering for Improved Cervical Histopathology Image Classification
10,A Novel Method for Epileptic Seizure Detection Using Coupled Hidden Markov Models
10,Hierarchical Spherical Deformation for Shape Correspondence
10,Elastic Registration of Geodesic Vascular Graphs
10,Double Your Views – Exploiting Symmetry in Transmission Imaging
10,Conditional Generative Adversarial Networks for Metal Artifact Reduction in CT Images of the Ear
10,Dual-Domain Cascaded Regression for Synthesizing 7T from 3T MRI
10,Statistical Learning of Spatiotemporal Patterns from Longitudinal Manifold-Valued Networks
10,Providing Effective Real-Time Feedback in Simulation-Based Surgical Training
10,Physiological Parameter Estimation from Multispectral Images Unleashed
10,Improved Diagnosis of Systemic Sclerosis Using Nailfold Capillary Flow
10,HeMIS: Hetero-Modal Image Segmentation
10,Gland Instance Segmentation by Deep Multichannel Side Supervision
10,Ultrasound-Based Detection of Prostate Cancer Using Automatic Feature Selection with Deep Belief Networks
10,Automatic Diagnosis of Ovarian Carcinomas via Sparse Multiresolution Tissue Representation
10,Unsupervised Free-View Groupwise Segmentation for M3 Cardiac Images Using Synchronized Spectral Network
10,Identifying Connectome Module Patterns via New Balanced Multi-graph Normalized Cut
10,Scandent Tree: A Random Forest Learning Method for Incomplete Multimodal Datasets
10,Robust Prediction of Clinical Deep Brain Stimulation Target Structures via the Estimation of Influential High-Field MR Atlases
10,NEOCIVET: Extraction of Cortical Surface and Analysis of Neonatal Gyrification Using a Modified CIVET Pipeline
10,Robust Muscle Cell Quantification Using Structured Edge Detection and Hierarchical Segmentation
10,Grey Matter Sublayer Thickness Estimation in the Mouse Cerebellum
10,Hybrid Utrasound and MRI Acquisitions for High-Speed Imaging of Respiratory Organ Motion
10,Integrating Multimodal Priors in Predictive Models for the Functional Characterization of Alzheimer’s Disease
10,Structural Brain Mapping
10,U-Net: Convolutional Networks for Biomedical Image Segmentation
10,Leveraging Mid-Level Semantic Boundary Cues for Automated Lymph Node Detection
10,Uncertainty Quantification for LDDMM Using a Low-Rank Hessian Approximation
10,Multi-stage Thresholded Region Classification for Whole-Body PET-CT Lymphoma Studies
10,A Unified Kernel Regression for Diffusion Wavelets on Manifolds Detects Aging-Related Changes in the Amygdala and Hippocampus
10,Efficient Stereo Image Geometrical Reconstruction at Arbitrary Camera Settings from a Single Calibration
10,Differential and Relaxed Image Foresting Transform for Graph-Cut Segmentation of Multiple 3D Objects
10,Subject-Specific Prediction Using Nonlinear Population Modeling: Application to Early Brain Maturation from DTI
10,Fiber Continuity Based Spherical Deconvolution in Spherical Harmonic Domain
10,Sequential Monte Carlo Tracking for Marginal Artery Segmentation on CT Angiography by Multiple Cue Fusion
10,3D Tongue Motion from Tagged and Cine MR Images
10,Sparse Representation of Higher-Order Functional Interaction Patterns in Task-Based FMRI Data
10,Unsupervised Domain Adaptation through Shape Modeling for Medical Image Segmentation
10,Weakly-supervised High-resolution Segmentation of Mammography Images for Breast Cancer Diagnosis
10,Automatic Segmentation of Head and Neck Tumors and Nodal Metastases in PET-CT scans
10,End-to-end learning of convolutional neural net and dynamic programming for left ventricle segmentation
10,Training Deep Networks on Domain Randomized Synthetic X-ray Data for Cardiac Interventions
10,Learning from sparsely annotated data for semantic segmentation in histopathology images
11,TabAttention: Learning Attention Conditionally on Tabular Data
11,On the Relevance of Temporal Features for Medical Ultrasound Video Recognition
11,ORF-Net: Deep Omni-Supervised Rib Fracture Detection from Chest CT Scans
11,White Matter Tracts are Point Clouds: Neuropsychological Score Prediction and Critical Region Localization via Geometric Deep Learning
11,Video-Based Surgical Skills Assessment Using Long Term Tool Tracking
11,SATr: Slice Attention with Transformer for Universal Lesion Detection
11,Mixed Reality and Deep Learning for External Ventricular Drainage Placement: A Fast and Automatic Workflow for Emergency Treatments
11,RandStainNA: Learning Stain-Agnostic Features from Histology Slides by Bridging Stain Augmentation and Normalization
11,AMINN: Autoencoder-Based Multiple Instance Neural Network Improves Outcome Prediction in Multifocal Liver Metastases
11,Whole Slide Images are 2D Point Clouds: Context-Aware Survival Prediction Using Patch-Based Graph Convolutional Networks
11,Self-supervised Learning for MRI Reconstruction with a Parallel Network Training Framework
11,Self-supervised Generative Adversarial Network for Depth Estimation in Laparoscopic Images
11,Deep Iterative 2D 3D Registration
11,Superpixel-Guided Iterative Learning from Noisy Labels for Medical Image Segmentation
11,Learning from Subjective Ratings Using Auto-Decoded Deep Latent Embeddings
11,BSDA-Net: A Boundary Shape and Distance Aware Joint Learning Framework for Segmenting and Classifying OCTA Images
11,Equivariant Filters for Efficient Tracking in 3D Imaging
11,Nesterov Accelerated ADMM for Fast Diffeomorphic Image Registration
11,CPNet: Cycle Prototype Network for Weakly-Supervised 3D Renal Compartments Segmentation on CT Images
11,Training Automatic View Planner for Cardiac MR Imaging via Self-supervision by Spatial Relationship Between Views
11,Decision Support for Intoxication Prediction Using Graph Convolutional Networks
11,Domain-Specific Loss Design for Unsupervised Physical Training: A New Approach to Modeling Medical ML Solutions
11,Compressive MR Fingerprinting Reconstruction with Neural Proximal Gradient Iterations
11,Deep Learning Based Registration Using Spatial Gradients and Noisy Segmentation Labels
11,PraNet: Parallel Reverse Attention Network for Polyp Segmentation
11,Patch-Based Non-local Bayesian Networks for Blind Confocal Microscopy Denoising
11,Self-Loop Uncertainty: A Novel Pseudo-Label for Semi-supervised Medical Image Segmentation
11,GREEN: a Graph REsidual rE-ranking Network for Grading Diabetic Retinopathy
11,Simulation of Brain Resection for Cavity Segmentation Using Self-supervised and Semi-supervised Learning
11,Context-Aware Refinement Network Incorporating Structural Connectivity Prior for Brain Midline Delineation
11,A Convolutional Approach to Vertebrae Detection and Labelling in Whole Spine MRI
11,Clinically Translatable Direct Patlak Reconstruction from Dynamic PET with Motion Correction Using Convolutional Neural Network
11,VS-Net: Variable Splitting Network for Accelerated Parallel MRI Reconstruction
11,Volumetric Attention for 3D Medical Image Segmentation and Detection
11,An Automatic Approach to Reestablish Final Dental Occlusion for 1-Piece Maxillary Orthognathic Surgery
11,FocusNet: Imbalanced Large and Small Organ Segmentation with an End-to-End Deep Neural Network for Head and Neck CT Images
11,Probabilistic Multilayer Regularization Network for Unsupervised 3D Brain Image Registration
11,Attenuation Imaging with Pulse-Echo Ultrasound Based on an Acoustic Reflector
11,Consensus Neural Network for Medical Imaging Denoising with Only Noisy Training Samples
11,Improving RetinaNet for CT Lesion Detection with Dense Masks from Weak RECIST Labels
11,Phase-Sensitive Region-of-Interest Computed Tomography
11,rfDemons: Resting fMRI-Based Cortical Surface Registration Using the BrainSync Transform
11,S4ND: Single-Shot Single-Scale Lung Nodule Detection
11,Locality Adaptive Multi-modality GANs for High-Quality PET Image Synthesis
11,Deep Learning Based Instance Segmentation in 3D Biomedical Images Using Weak Annotation
11,GP-Unet: Lesion Detection from Weak Labels with a 3D Regression Network
11,Holistic Mapping of Striatum Surfaces in the Laplace-Beltrami Embedding Space
11,Population-Shrinkage of Covariance to Estimate Better Brain Functional Connectivity
11,Unsupervised Discovery of Spatially-Informed Lung Texture Patterns for Pulmonary Emphysema: The MESA COPD Study
11,Fiber Orientation Estimation Guided by a Deep Network
11,Mapping Lifetime Brain Volumetry with Covariate-Adjusted Restricted Cubic Spline Regression from Cross-Sectional Multi-site MRI
11,Emphysema Quantification on Cardiac CT Scans Using Hidden Markov Measure Field Model: The MESA Lung Study
11,Scale Factor Point Spread Function Matching: Beyond Aliasing in Image Resampling
11,Label Stability in Multiple Instance Learning
11,Cell Event Detection in Phase-Contrast Microscopy Sequences from Few Annotations
11,Inertial Measurement Unit for Radiation-Free Navigated Screw Placement in Slipped Capital Femoral Epiphysis Surgery
11,Learning Tensor-Based Features for Whole-Brain fMRI Classification
11,Depth-Based Shape-Analysis
11,Automatic Labelling of Tumourous Frames in Free-Hand Laparoscopic Ultrasound Video
11,fhSPECT-US Guided Needle Biopsy of Sentinel Lymph Nodes in the Axilla: Is it Feasible?
11,Principal Component Regression Predicts Functional Responses across Individuals
11,Multi-modality Canonical Feature Selection for Alzheimer’s Disease Diagnosis
11,Characterization of Tissue Histopathology via Predictive Sparse Decomposition and Spatial Pyramid Matching
11,Bayesian Atlas Estimation for the Variability Analysis of Shape Complexes
11,Is Synthesizing MRI Contrast Useful for Inter-modality Analysis?
11,A Generalised Spatio-Temporal Registration Framework for Dynamic PET Data: Application to Neuroreceptor Imaging
11,Registration of a Validated Mechanical Atlas of Middle Ear for Surgical Simulation
