name,ACDC,sunnybrook,STACOM’11,RVSC,M&Ms,BRATS,PROMISE12,LIDC-IDRI,DRIVE,CBIS-DDSM,Chexpert,ChestX-Ray14,PadChest,MIMIC,VinDr-CXR,PAD-UFES-20,CAMELYON,CADDementia,MRNet,PROSTATEx
Robust CT Synthesis for Radiotherapy Planning: Application to the Head and Neck Region.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Model Learning: Primal Dual Networks for Fast MR Imaging.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Learning Towards Synchronous Network Memorizability and Generalizability for Continual Segmentation Across Multiple Sites.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Prospective Identification of CRT Super Responders Using a Motion Atlas and Random Projection Ensemble Learning.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Unsupervised Standard Plane Synthesis in Population Cine MRI via Cycle-Consistent Adversarial Networks.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Harmonization of Infant Cortical Thickness Using Surface-to-Surface Cycle-Consistent Adversarial Networks.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
User-Guided Domain Adaptation for Rapid Annotation from User Interactions: A Study on Pathological Liver Segmentation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dual-Consistency Semi-supervised Learning with Uncertainty Quantification for COVID-19 Lesion Segmentation from CT Images.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
RTN: Reinforced Transformer Network for Coronary CT Angiography Vessel-level Image Quality Assessment.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Test-Time Adaptation with Calibration of Medical Image Classification Nets for Label Distribution Shift.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Scalable Unsupervised Domain Adaptation for Electron Microscopy.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Positive Delta Detection for Alpha Shape Segmentation of 3D Ultrasound Images of Pathologic Kidneys.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Transfer Learning by Adaptive Merging of Multiple Models.,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Localisation of the Brain in Fetal MRI Using Bundled SIFT Features.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Functionally Driven Brain Networks Using Multi-layer Graph Clustering.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Unsupervisedly Training GANs for Segmenting Digital Pathology with Automatically Generated Annotations.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Diffusion of Fiber Orientation Distribution Functions with a Rotation-Induced Riemannian Metric.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Denoising Autoencoders for Learning from Noisy Patient-Reported Data.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Comparing Objective Functions for Segmentation and Detection of Microaneurysms in Retinal Images.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Combining Unsupervised Feature Learning and Riesz Wavelets for Histopathology Image Representation: Application to Identifying Anaplastic Medulloblastoma.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Tracking of Carotid Arteries in Ultrasound Images.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Temporal Registration in In-Utero Volumetric MRI Time Series.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Edema-Informed Anatomically Constrained Particle Filter Tractography.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
"EPIC-Survival: End-to-end Part Inferred Clustering for Survival Analysis, with Prognostic Stratification Boosting.",False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Towards Holistic Surgical Scene Understanding.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Low-Rank Total Variation for Image Super-Resolution.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Exploring Gyral Patterns of Infant Cortical Folding Based on Multi-view Curvature Information.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Patch-Based Non-local Bayesian Networks for Blind Confocal Microscopy Denoising.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Marker-Less AR in the Hybrid Room Using Equipment Detection for Camera Relocalization.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Closing the Calibration Loop: An Inside-Out-Tracking Paradigm for Augmented Reality in Orthopedic Surgery.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Learning Shape Representation on Sparse Point Clouds for Volumetric Image Segmentation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Discriminative Localization in CNNs for Weakly-Supervised Segmentation of Pulmonary Nodules.,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
A Unified Kernel Regression for Diffusion Wavelets on Manifolds Detects Aging-Related Changes in the Amygdala and Hippocampus.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DECAPS: Detail-Oriented Capsule Networks.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Learning Personal Representations from fMRI by Predicting Neurofeedback Performance.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Decoupling Inherent Risk and Early Cancer Signs in Image-Based Breast Cancer Risk Models.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Feature-Driven Active Framework for Ultrasound-Based Brain Shift Compensation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Why Patient Data Cannot Be Easily Forgotten?.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Multiresolution Hierarchical Shape Models in 3D Subcortical Brain Structures.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SimTriplet: Simple Triplet Representation Learning with a Single GPU.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Adversarial Learning of Cancer Tissue Representations.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Characterizing the DIstribution of Anisotropic MicrO-structural eNvironments with Diffusion-Weighted Imaging (DIAMOND).,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SpineNet: Automatically Pinpointing Classification Evidence in Spinal MRIs.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Generative Modeling and Inverse Imaging of Cardiac Transmembrane Potential.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Automated Separation of Binary Overlapping Trees in Low-Contrast Color Retinal Images.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Adaptive Context Selection for Polyp Segmentation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Multi-Task Adversarial Learning for Treatment Effect Estimation in Basket Trials.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Towards Non-invasive Image-Based Early Diagnosis of Autism.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Short Acquisition Time PET MR Pharmacokinetic Modelling Using CNNs.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
DA-VSR: Domain Adaptable Volumetric Super-Resolution for Medical Images.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Direct Automated Quantitative Measurement of Spine via Cascade Amplifier Regression Network.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Respiratory Motion Correction in Dynamic-MRI: Application to Small Bowel Motility Quantification during Free Breathing.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Semi-automated Virtual Unfolded View Generation Method of Stomach from CT Volumes.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Efficient Bayesian Uncertainty Estimation for nnU-Net.,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
What Can We Learn About a Generated Image Corrupting Its Latent Representation?.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Deep Learning Within a Priori Temporal Feature Spaces for Large-Scale Dynamic MR Image Reconstruction: Application to 5-D Cardiac MR Multitasking.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Brain Connectivity Hyper-Network for MCI Classification.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Bayesian Approach for Spatially Adaptive Regularisation in Non-rigid Registration.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Comprehensive Approach for Learning-Based Fully-Automated Inter-slice Motion Correction for Short-Axis Cine Cardiac MR Image Stacks.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Enabling counterfactual survival analysis with balanced representations.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Constructing 4D Infant Cortical Surface Atlases Based on Dynamic Developmental Trajectories of the Cortex.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3D U-Net: Learning Dense Volumetric Segmentation from Sparse Annotation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Attenuation Correction Synthesis for Hybrid PET-MR Scanners.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Learning to Segment Anatomical Structures Accurately from One Exemplar.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Simultaneous Denoising and Registration for Accurate Cardiac Diffusion Tensor Reconstruction from MRI.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Data Augmentation for Electrocardiograms.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Self-supervised Depth Estimation in Laparoscopic Image Using 3D Geometric Consistency.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Enriching Unsupervised User Embedding via Medical Concepts.,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Distractor-Aware Neuron Intrinsic Learning for Generic 2D Medical Image Classifications.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Recognizing Surgical Activities with Recurrent Neural Networks.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Automated Segmentation of Knee MRI Using Hierarchical Classifiers and Just Enough Interaction Based Learning: Data from Osteoarthritis Initiative.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Topological Receptive Field Model for Human Retinotopic Mapping.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Identifying Relationships in Functional and Structural Connectome Data Using a Hypergraph Learning Method.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Longitudinal Self-supervision to Disentangle Inter-patient Variability from Disease Progression.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Deep Probabilistic Modeling of Glioma Growth.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cross-domain Medical Image Translation by Shared Latent Gaussian Mixture Model.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
HartleyMHA: Self-attention in Frequency Domain for Resolution-Robust and Parameter-Efficient 3D Image Segmentation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CorticalFlow$$^{++}$$: Boosting Cortical Surface Reconstruction Accuracy Regularity and Interoperability.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Learning-Based Multimodal Image Registration for Prostate Cancer Radiation Therapy.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Generation of 3D Brain MRI Using Auto-Encoding Generative Adversarial Networks.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Artifact Disentanglement Network for Unsupervised Metal Artifact Reduction.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Novel Mixed Reality Navigation System for Laparoscopy Surgery.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Semi-supervised Hierarchical Multimodal Feature and Sample Selection for Alzheimer’s Disease Diagnosis.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dual-Domain Cascaded Regression for Synthesizing 7T from 3T MRI.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
NVUM: Non-volatile Unbiased Memory for Robust Medical Image Classification.,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3D Semantic Mapping from Arthroscopy Using Out-of-Distribution Pose and Depth and In-Distribution Segmentation Training.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Label-Set Loss Functions for Partial Supervision: Application to Fetal Brain 3D MRI Parcellation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Elastic Registration of Geodesic Vascular Graphs.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Deep Supervision with Additional Labels for Retinal Vessel Segmentation Task.,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
ASL-incorporated Pharmacokinetic Modelling of PET Data With Reduced Acquisition Time: Application to Amyloid Imaging.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ultrasound Video Transformers for Cardiac Ejection Fraction Estimation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Improving Explainability of Disentangled Representations using Multipath-Attribution Mappings.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Subject2Vec: Generative-Discriminative Approach from a Set of Image Patches to a Vector.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Large Deformation Image Classification Using Generalized Locality-Constrained Linear Coding.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BiX-NAS: Searching Efficient Bi-directional Architecture for Medical Image Segmentation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Dual-Distribution Discrepancy for Anomaly Detection in Chest X-Rays.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Light-weight Spatio-Temporal Graphs for Segmentation and Ejection Fraction Prediction in Cardiac Ultrasound.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Residual-CycleGAN Based Camera Adaptation for Robust Diabetic Retinopathy Screening.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Digitally Stained Confocal Microscopy through Deep Learning.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
fhSPECT-US Guided Needle Biopsy of Sentinel Lymph Nodes in the Axilla: Is it Feasible?.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Greedy Optimization of Electrode Arrangement for Epiretinal Prostheses.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Spatio-Temporal Motion Correction and Iterative Reconstruction of In-Utero Fetal fMRI.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
One-Shot Medical Landmark Detection.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Improving Whole Slide Segmentation Through Visual Context - A Systematic Study.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Structural Causal Model for MR Images of Multiple Sclerosis.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
AxonEM Dataset: 3D Axon Instance Segmentation of Brain Cortical Regions.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Neural Parameters Estimation for Brain Tumor Growth Modeling.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Efficient Global-Local Memory for Real-Time Instrument Segmentation of Robotic Surgical Video.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Reinforcement Learning of Musculoskeletal Control from Functional Simulations.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Simultaneous Recognition and Pose Estimation of Instruments in Minimally Invasive Surgery.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Spatially Aware Cell Cluster(SpACCl) Graphs: Predicting Outcome in Oropharyngeal p16+ Tumors.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CXR-CLIP: Toward Large Scale Chest X-ray Language-Image Pre-training.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Detecting Hypo-plastic Left Heart Syndrome in Fetal Ultrasound via Disease-Specific Atlas Maps.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Self-supervised Multi-modal Alignment for Whole Body Medical Imaging.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Surgical-VQA: Visual Question Answering in Surgical Scenes Using Transformer.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Gated-tracking: Estimation of Respiratory Motion with Confidence.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Generative Image Translation for Data Augmentation of Bone Lesion Pathology.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FBNETGEN: Task-aware GNN-based fMRI Analysis via Functional Brain Network Generation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Suppressing Poisoning Attacks on Federated Learning for Medical Imaging.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Efficient Deformable Motion Correction for 3-D Abdominal MRI Using Manifold Regression.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Fusing Unsupervised and Supervised Deep Learning for White Matter Lesion Segmentation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Retrospective Head Motion Estimation in Structural Brain MRI with 3D CNNs.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Towards the Practical Utility of Federated Learning in the Medical Domain.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Probabilistic Model Combining Deep Learning and Multi-atlas Segmentation for Semi-automated Labelling of Histology.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Convolutional Approach to Vertebrae Detection and Labelling in Whole Spine MRI.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Progressive Graph-Based Transductive Learning for Multi-modal Classification of Brain Disorder Disease.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Radiologist-Level Stroke Classification on Non-contrast CT Scans with Deep U-Net.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Incorporating Temporal Prior from Motion Flow for Instrument Segmentation in Minimally Invasive Surgery Video.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Renal Cell Carcinoma Classification from Vascular Morphology.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
CASED: Curriculum Adaptive Sampling for Extreme Data Imbalance.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lesion-Aware Dynamic Kernel for Polyp Segmentation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Vertebrae Localization in Pathological Spine CT via Dense Classification from Sparse Annotations.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Principal Component Regression Predicts Functional Responses across Individuals.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Beyond the Resolution Limit: Diffusion Parameter Estimation in Partial Volume.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Online Atlasing Using an Iterative Centroid.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Categorical Relation-Preserving Contrastive Knowledge Distillation for Medical Image Classification.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Introducing Interactive Inverse FEM Simulation and Its Application for Adaptive Radiotherapy.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SMU-Net: Style matching U-Net for brain tumor segmentation with missing modalities.,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Estimating Reference Bony Shape Model for Personalized Surgical Reconstruction of Posttraumatic Facial Defects.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Synaptic Cleft Segmentation in Non-isotropic Volume Electron Microscopy of the Complete Drosophila Brain.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Knowledge Distillation from Multi-modal to Mono-modal Segmentation Networks.,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Noisy Labels are Treasure: Mean-Teacher-Assisted Confident Learning for Hepatic Vessel Segmentation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Automatic Craniomaxillofacial Landmark Digitization via Segmentation-Guided Partially-Joint Regression Forest Model.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Segmentation of Cerebrovascular Pathologies in Stroke Patients with Spatial and Shape Priors.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Surface Vision Transformers: Attention-Based Modelling applied to Cortical Analysis.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Did You Get What You Paid For? Rethinking Annotation Cost of Deep Learning Based Computer Aided Detection in Chest Radiographs.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
End-to-end learning of convolutional neural net and dynamic programming for left ventricle segmentation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Homekit2020: A Benchmark for Time Series Classification on a Large Mobile Sensing Dataset with Laboratory Tested Ground Truth of Influenza Infections.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Only-Train-Once MR Fingerprinting for Magnetization Transfer Contrast Quantification.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Cell Detection and Segmentation Using Correlation Clustering.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BrainPrint : Identifying Subjects by Their Brain.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Multi-task Neural Networks with Spatial Activation for Retinal Vessel Segmentation and Artery Vein Classification.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A Deep-Generative Hybrid Model to Integrate Multimodal and Dynamic Connectivity for Predicting Spectrum-Level Deficits in Autism.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Uncertainty-Guided Efficient Interactive Refinement of Fetal Brain Segmentation from Stacks of MRI Slices.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
S5CL: Unifying Fully-Supervised Self-supervised and Semi-supervised Learning Through Hierarchical Contrastive Learning.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Multimodal Cortical Parcellation Based on Anatomical and Functional Brain Connectivity.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Untangling the Small Intestine in 3D cine-MRI using Deep Stochastic Tracking.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Balanced sampling for an object detection problem - application to fetal anatomies detection.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
A New Sensor Technology for 2D Ultrasound-Guided Needle Tracking.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
AutoLaparo: A New Dataset of Integrated Multi-tasks for Image-guided Surgical Automation in Laparoscopic Hysterectomy.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Hyperbolic Space Sparse Coding with Its Application on Prediction of Alzheimer’s Disease in Mild Cognitive Impairment.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Segmentation of Intracranial Arterial Calcification with Deeply Supervised Residual Dropout Networks.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Semi-supervised Training of Optical Flow Convolutional Neural Networks in Ultrasound Elastography.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Longitudinal Alignment of Disease Progression in Fibrosing Interstitial Lung Disease.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Adversarial Deformation Regularization for Training Image Registration Neural Networks.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Practical Challenges in Differentially-Private Federated Survival Analysis of Medical Data.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Improved Reconstruction of 4D-MR Images by Motion Predictions.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Keep and Learn: Continual Learning by Constraining the Latent Space for Knowledge Preservation in Neural Networks.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Generating Large Labeled Data Sets for Laparoscopic Image Processing Tasks Using Unpaired Image-to-Image Translation.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Probabilistic Point Cloud Reconstructions for Vertebral Shape Analysis.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Small Lesion Classification in Dynamic Contrast Enhancement MRI for Breast Cancer Early Detection.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Text2Brain: Synthesis of Brain Activation Maps from Free-Form Text Query.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Robust Cochlear Modiolar Axis Detection in CT.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
X-ray-transform Invariant Anatomical Landmark Detection for Pelvic Trauma Surgery.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Multiple Instance Learning with Auxiliary Task Weighting for Multiple Myeloma Classification.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Addressing The False Negative Problem of Deep Learning MRI Reconstruction Models by Adversarial Attacks and Robust Training.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Collaborative Quantization Embeddings for Intra-subject Prostate MR Image Registration.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Encoding CT Anatomy Knowledge for Unpaired Chest X-ray Image Decomposition.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Multimodal Hyper-connectivity Networks for MCI Classification.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Characterizing Intra-soma Diffusion with Spherical Mean Spectrum Imaging.,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
