doi,name,ACDC,sunnybrook,STACOM’11,RVSC,M&Ms,BRATS,PROMISE12,LIDC-IDRI,DRIVE,CBIS-DDSM
10.1007/978-3-031-16437-8_29,ULTRA: Uncertainty-Aware Label Distribution Learning for Breast Tumor Cellularity Assessment,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16449-1_68,Domain Adaptive Nuclei Instance Segmentation and Classification via Category-Aware Feature Alignment and Pseudo-Labelling,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16446-0_44,WavTrans: Synergizing Wavelet and Cross-Attention Transformer for Multi-contrast MRI Super-Resolution,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16440-8_7,Trichomonas Vaginalis Segmentation in Microscope Images,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16431-6_22,Joint Graph Convolution for Analyzing Brain Structural and Functional Connectome,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16440-8_55,Online Easy Example Mining for Weakly-Supervised Gland Segmentation from Histology Images,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16440-8_59,Parameter-Free Latent Space Transformer for Zero-Shot Bidirectional Cross-modality Liver Segmentation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16440-8_38,Rethinking Breast Lesion Segmentation in Ultrasound: A New Video Dataset and A Baseline Network,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16434-7_27,Lesion-Aware Contrastive Representation Learning for Histopathology Whole Slide Images Analysis,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16443-9_19,Position-Prior Clustering-Based Self-attention Module for Knee Cartilage Segmentation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16440-8_30,Weakly-Supervised High-Fidelity Ultrasound Video Synthesis with Feature Decoupling,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16452-1_15,MUSCLE: Multi-task Self-supervised Continual Learning to Pre-train Deep Models for X-Ray Images of Multiple Body Parts,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16446-0_53,Graph-Based Compression of Incomplete 3D Photoacoustic Data,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16449-1_38,Instrument-tissue Interaction Quintuple Detection in Surgery Videos,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16443-9_28,A Geometry-Constrained Deformable Attention Network for Aortic Segmentation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16437-8_59,A New Dataset and a Baseline Model for Breast Lesion Detection in Ultrasound Videos,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16434-7_57,Camera Adaptation for Fundus-Image-Based CVD Risk Estimation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16434-7_14,InsMix: Towards Realistic Generative Data Augmentation for Nuclei Instance Segmentation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16443-9_29,ConTrans: Improving Transformer with Convolutional Attention for Medical Image Segmentation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16452-1_11,Calibrating Label Distribution for Class-Imbalanced Barely-Supervised Knee Segmentation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16449-1_48,SGT: Scene Graph-Guided Transformer for Surgical Report Generation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16437-8_45,A Novel Deep Learning System for Breast Lesion Risk Stratification in Ultrasound Images,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16443-9_8,A Sense of Direction in Biomedical Neural Networks,False,False,False,False,False,False,False,False,True,False
10.1007/978-3-031-16437-8_52,NVUM: Non-volatile Unbiased Memory for Robust Medical Image Classification,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16452-1_14,Semi-supervised Medical Image Segmentation Using Cross-Model Pseudo-Supervision with Shape Awareness and Local Context Constraints,True,False,False,False,False,False,True,False,False,False
10.1007/978-3-031-16443-9_43,ModDrop++: A Dynamic Filter Network with Intra-subject Co-training for Multiple Sclerosis Lesion Segmentation with Missing Modalities,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16443-9_47,TransFusion: Multi-view Divergent Fusion for Medical Image Segmentation with Transformers,True,False,False,False,True,False,False,False,False,False
10.1007/978-3-031-16440-8_2,Efficient Biomedical Instance Segmentation via Knowledge Distillation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16434-7_49,Degradation-Invariant Enhancement of Fundus Images via Pyramid Constraint Network,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16434-7_11,Sample Hardness Based Gradient Loss for Long-Tailed Cervical Cell Detection,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16443-9_10,Edge-Oriented Point-Cloud Transformer for 3D Intracranial Aneurysm Segmentation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16452-1_30,Intervention &amp; Interaction Federated Abnormality Detection with Noisy Clients,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16437-8_34,Joint Prediction of Meningioma Grade and Brain Invasion via Task-Aware Contrastive Learning,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16431-6_13,One-Shot Segmentation of Novel White Matter Tracts via Extensive Data Augmentation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16452-1_2,Stabilize Decompose and Denoise: Self-supervised Fluoroscopy Denoising,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16440-8_67,Transforming the Interactive Segmentation for Medical Imaging,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16443-9_12,Multimodal Brain Tumor Segmentation Using Contrastive Learning Based Feature Comparison with Monomodal Normal Brain Images,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16449-1_67,vMFNet: Compositionality Meets Domain-Generalised Segmentation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16443-9_23,PHTrans: Parallelly Aggregating Global and Local Representations for Medical Image Segmentation,True,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16440-8_68,Learning Incrementally to Segment Multiple Organs in a CT Image,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16440-8_10,DeStripe: A Self2Self Spatio-Spectral Graph Neural Network with Unfolded Hessian for Stripe Artifact Removal in Light-Sheet Microscopy,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16446-0_31,Undersampled MRI Reconstruction with Side Information-Guided Normalisation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16431-6_10,Extended Electrophysiological Source Imaging with Spatial Graph Filters,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16443-9_45,iSegFormer: Interactive Segmentation via Transformers with Application to 3D Knee MR Images,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16446-0_36,Tagged-MRI Sequence to Audio Synthesis via Self Residual Attention Guided Heterogeneous Translator,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16443-9_7,ACT: Semi-supervised Domain-Adaptive Medical Image Segmentation with Asymmetric Co-training,False,False,False,False,False,True,False,False,False,False
10.1007/978-3-031-16452-1_28,Learning with Context Encoding for Single-Stage Cranial Bone Labeling and Landmark Localization,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16440-8_62,Context-Aware Voxel-Wise Contrastive Learning for Label Efficient Multi-organ Segmentation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16452-1_52,Improving Trustworthiness of AI Disease Severity Rating in Medical Imaging with Ordinal Conformal Prediction Sets,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16431-6_61,RTN: Reinforced Transformer Network for Coronary CT Angiography Vessel-level Image Quality Assessment,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16443-9_58,RT-DNAS: Real-Time Constrained Differentiable Neural Architecture Search for 3D Cardiac Cine MRI Segmentation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16434-7_44,Landmark-Free Statistical Shape Modeling Via Neural Flow Deformations,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16431-6_50,Scribble-Supervised Medical Image Segmentation via Dual-Branch Network and Dynamically Mixed Pseudo Labels Supervision,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16446-0_4,On the Dataset Quality Control for Image Registration Evaluation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16452-1_59,Pseudo Bias-Balanced Learning for Debiased Chest X-Ray Classification,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16434-7_69,Weakly Supervised Online Action Detection for Infant General Movements,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16440-8_28,Deep Motion Network for Freehand 3D Ultrasound Reconstruction,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16434-7_29,Joint Region-Attention and Multi-scale Transformer for Microsatellite Instability Detection from Whole Slide Images in Gastrointestinal Cancer,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16446-0_45,DuDoCAF: Dual-Domain Cross-Attention Fusion with Recurrent Transformer for Fast Multi-contrast MR Imaging,False,False,False,False,False,True,False,False,False,False
10.1007/978-3-031-16437-8_30,Test-Time Adaptation with Calibration of Medical Image Classification Nets for Label Distribution Shift,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16449-1_5,DSP-Net: Deeply-Supervised Pseudo-Siamese Network for Dynamic Angiographic Image Matching,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16437-8_18,Optimal Transport Based Ordinal Pattern Tree Kernel for Brain Disease Diagnosis,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16437-8_14,Toward Clinically Assisted Colorectal Polyp Recognition via Structured Cross-Modal Representation Consistency,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16449-1_25,Assessing the Performance of Automated Prediction and Ranking of Patient Age from Chest X-rays Against Clinicians,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16449-1_29,Deep Multimodal Guidance for Medical Image Classification,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16446-0_10,DSR: Direct Simultaneous Registration for Multiple 3D Images,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16446-0_26,Global Multi-modal 2D/3D Registration via Local Descriptors Learning,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16449-1_49,CLTS-GAN: Color-Lighting-Texture-Specular Reflection Augmentation for Colonoscopy,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16452-1_43,Accurate and Explainable Image-Based Prediction Using a Lightweight Generative Model,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16431-6_69,Out-of-Distribution Detection for Long-Tailed and Fine-Grained Skin Lesion Images,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16449-1_17,Fast Automatic Liver Tumor Radiofrequency Ablation Planning via Learned Physics Model,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16449-1_10,Multimodal-GuideNet: Gaze-Probe Bidirectional Guidance in Obstetric Ultrasound Scanning,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16446-0_9,Non-iterative Coarse-to-Fine Registration Based on Single-Pass Deep Cumulative Learning,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16446-0_24,Mesh-Based 3D Motion Tracking in Cardiac MRI Using Deep Learning,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16440-8_50,Shape-Aware Weakly/Semi-Supervised Optic Disc and Cup Segmentation with Regional/Marginal Consistency,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16452-1_32,Physiology-Based Simulation of the Retinal Vasculature Enables Annotation-Free Segmentation of OCT Angiographs,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16449-1_8,An Optimal Control Problem for Elastic Registration and Force Estimation in Augmented Surgery,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16452-1_42,The (de)biasing Effect of GAN-Based Augmentation Methods on Skin Lesion Images,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16449-1_24,Contrastive Masked Transformers for Forecasting Renal Transplant Function,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16431-6_68,Data-Driven Deep Supervision for Skin Lesion Classification,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16446-0_3,Unsupervised Deformable Image Registration with Absent Correspondences in Pre-operative and Post-recurrence Brain Tumor MRI Scans,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16440-8_35,EchoGNN: Explainable Ejection Fraction Estimation with Graph Neural Networks,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16443-9_69,BERTHop: An Effective Vision-and-Language Model for Chest X-ray Disease Diagnosis,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16449-1_51,Adaptation of Surgical Activity Recognition Models Across Operating Rooms,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16440-8_36,EchoCoTr: Estimation of the Left Ventricular Ejection Fraction from Spatiotemporal Echocardiography,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16443-9_62,Radiological Reports Improve Pre-training for Localized Imaging Tasks on Chest X-Rays,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16431-6_30,RefineNet: An Automated Framework to Generate Task and Subject-Specific Brain Parcellations for Resting-State fMRI Analysis,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16431-6_7,Is a PET All You Need? A Multi-modal Study for Alzheimer’s Disease Using 3D CNNs,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16452-1_29,Warm Start Active Learning with Proxy Labels and Selection via Semi-supervised Fine-Tuning,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16431-6_6,Interpretable Differential Diagnosis for Alzheimer’s Disease and Frontotemporal Dementia,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16452-1_69,AdaTriplet: Adaptive Gradient Triplet Loss with Automatic Margin Learning for Forensic Medical Image Matching,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16452-1_40,Asymmetry Disentanglement Network for Interpretable Acute Ischemic Stroke Infarct Segmentation in Non-contrast CT Scans,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16446-0_74,Sensor Geometry Generalization to Untrained Conditions in Quantitative Ultrasound Imaging,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16443-9_57,Enforcing Connectivity of 3D Linear Structures Using Their 2D Projections,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16443-9_46,Patcher: Patch Transformers with Mixture of Experts for Precise Medical Image Segmentation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16449-1_45,4D-OR: Semantic Scene Graphs for OR Domain Modeling,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16449-1_15,Mixed Reality and Deep Learning for External Ventricular Drainage Placement: A Fast and Automatic Workflow for Emergency Treatments,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16437-8_68,Vision-Language Contrastive Learning Approach to Robust Automatic Placenta Analysis Using Photographic Images,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16446-0_65,Learning-Based and Unrolled Motion-Compensated Reconstruction for Cardiac MR CINE Imaging,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16431-6_59,Computer-Aided Tuberculosis Diagnosis with Attribute Reasoning Assistance,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16452-1_8,Adversarially Robust Prototypical Few-Shot Segmentation with Neural-ODEs,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16446-0_46,Weakly Supervised MR-TRUS Image Synthesis for Brachytherapy of Prostate Cancer,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16431-6_24,Hierarchical Brain Networks Decomposition via Prior Knowledge Guided Deep Belief Network,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16431-6_58,Attention Mechanisms for Physiological Signal Deep Learning: Which Attention Should We Take?,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16449-1_60,On Surgical Planning of Percutaneous Nephrolithotomy with Patient-Specific CTRs,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16443-9_16,A Robust Volumetric Transformer for Accurate 3D Tumor Segmentation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16446-0_59,Towards Performant and Reliable Undersampled MR Reconstruction via Diffusion Model Sampling,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16431-6_9,Feature Robustness and Sex Differences in Medical Imaging: A Case Study in MRI-Based Alzheimer’s Disease Detection,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16452-1_67,Fast Unsupervised Brain Anomaly Detection and Segmentation with Diffusion Models,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16434-7_50,A Spatiotemporal Model for Precise and Efficient Fully-Automatic 3D Motion Correction in OCT,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16440-8_34,BabyNet: Residual Transformer Module for Birth Weight Prediction on Fetal Ultrasound Video,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16437-8_13,On the Uncertain Single-View Depths in Colonoscopies,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16443-9_25,Contrastive Re-localization and History Distillation in Federated CMR Segmentation,False,False,False,False,True,False,False,False,False,False
10.1007/978-3-031-16434-7_16,Transformer Based Multiple Instance Learning for Weakly Supervised Histopathology Image Segmentation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16449-1_56,Ideal Midsagittal Plane Detection Using Deep Hough Plane Network for Brain Surgical Planning,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16446-0_6,Embedding Gradient-Based Optimization in Image Registration Networks,False,False,False,False,True,False,False,False,False,False
10.1007/978-3-031-16434-7_3,DGMIL: Distribution Guided Multiple Instance Learning for Whole Slide Image Classification,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16443-9_40,Orientation-Guided Graph Convolutional Network for Bone Surface Segmentation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16440-8_32,Simultaneous Bone and Shadow Segmentation Network Using Task Correspondence Consistency,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16446-0_73,Optimal MRI Undersampling Patterns for Pathology Localization,True,False,False,False,False,True,False,False,False,False
10.1007/978-3-031-16434-7_37,Local Attention Graph-Based Transformer for Multi-target Genetic Alteration Prediction,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16446-0_58,Deep Filter Bank Regression for Super-Resolution of Anisotropic MR Brain Images,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16452-1_57,D’ARTAGNAN: Counterfactual Video Generation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16452-1_68,Reliability of Quantification Estimates in MR Spectroscopy: CNNs vs Traditional Model Fitting,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16449-1_9,PRO-TIP: Phantom for RObust Automatic Ultrasound Calibration by TIP Detection,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16446-0_66,Accelerated Pseudo 3D Dynamic Speech MR Imaging at 3T Using Unsupervised Deep Variational Manifold Learning,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16437-8_35,Residual Wavelon Convolutional Networks for Characterization of Disease Response on MRI,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16449-1_31,TMSS: An End-to-End Transformer-Based Multimodal Network for Segmentation and Survival Prediction,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16437-8_39,Automatic Detection of Steatosis in Ultrasound Images with Comparative Visual Labeling,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16437-8_71,Unsupervised Cross-Domain Feature Extraction for Single Blood Cell Image Classification,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16437-8_72,Attentional Generative Multimodal Network for Neonatal Postoperative Pain Estimation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16440-8_63,Vector Quantisation for Robust Segmentation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16431-6_5,CASHformer: Cognition Aware SHape Transformer for Longitudinal Analysis,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16431-6_1,Progression Models for Imaging Data with Longitudinal Variational Auto Encoders,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16434-7_12,Test-Time Image-to-Image Translation Ensembling Improves Out-of-Distribution Generalization in Histopathology,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16440-8_46,Recurrent Implicit Neural Graph for Deformable Tracking in Endoscopic Videos,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16449-1_4,Surgical-VQA: Visual Question Answering in Surgical Scenes Using Transformer,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16449-1_33,Conditional Generative Data Augmentation for Clinical Audio Datasets,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16443-9_66,Breaking with Fixed Set Pathology Recognition Through Report-Guided Contrastive Training,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16443-9_49,Carbon Footprint of Selecting and Training Deep Learning Models for Medical Image Analysis,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16431-6_44,Brain-Aware Replacements for Supervised Contrastive Learning in Detection of Alzheimer’s Disease,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16443-9_30,End-to-End Segmentation of Medical Images via Patch-Wise Polygons Prediction,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16437-8_74,LIDP: A Lung Image Dataset with Pathological Information for Lung Cancer Screening,False,False,False,False,False,False,False,True,False,False
10.1007/978-3-031-16434-7_34,MaNi: Maximizing Mutual Information for Nuclei Cross-Domain Unsupervised Segmentation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16437-8_31,Interaction-Oriented Feature Decomposition for Medical Image Lesion Detection,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16440-8_57,Task-Relevant Feature Replenishment for Cross-Centre Polyp Segmentation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16434-7_21,RandStainNA: Learning Stain-Agnostic Features from Histology Slides by Bridging Stain Augmentation and Normalization,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16446-0_23,Collaborative Quantization Embeddings for Intra-subject Prostate MR Image Registration,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16446-0_21,XMorpher: Full Transformer for Deformable Medical Image Registration via Cross Attention,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16440-8_64,A Hybrid Propagation Network for Interactive Volumetric Image Segmentation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16449-1_14,Digestive Organ Recognition in Video Capsule Endoscopy Based on Temporal Segmentation Network,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16443-9_53,Deep Reinforcement Learning for Small Bowel Path Tracking Using Different Types of Annotations,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16440-8_11,End-to-End Cell Recognition by Point Annotation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16446-0_11,Multi-modal Retinal Image Registration Using a Keypoint-Based Vessel Structure Aligning Network,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16440-8_66,Bi-directional Encoding for Explicit Centerline Segmentation by Fully-Convolutional Networks,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16449-1_6,A Novel Fusion Network for Morphological Analysis of Common Iliac Artery,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16449-1_32,Bayesian Dense Inverse Searching Algorithm for Real-Time Stereo Matching in Minimally Invasive Surgery,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16443-9_44,DOMINO: Domain-Aware Model Calibration in Medical Image Segmentation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16452-1_60,Why Patient Data Cannot Be Easily Forgotten?,True,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16446-0_12,A Deep-Discrete Learning Framework for Spherical Surface Registration,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16443-9_36,Transformer Based Feature Fusion for Left Ventricle Segmentation in 4D Flow MRI,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16437-8_5,Transformer Based Multi-view Network for Mammographic Image Classification,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16449-1_71,Attention-Enhanced Disentangled Representation Learning for Unsupervised Domain Adaptation in Cardiac Segmentation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16443-9_59,Lesion Guided Explainable Few Weak-Shot Medical Report Generation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16440-8_39,MIRST-DM: Multi-instance RST with Drop-Max Layer for Robust Classification of Breast Cancer,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16431-6_66,Rib Suppression in Digital Chest Tomosynthesis,False,False,False,False,False,False,False,True,False,False
10.1007/978-3-031-16452-1_53,Poisson2Sparse: Self-supervised Poisson Denoising from a Single Image,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16431-6_57,Ensembled Prediction of Rheumatic Heart Disease from Ungated Doppler Echocardiography Acquired in Low-Resource Settings,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16437-8_3,Deep is a Luxury We Don’t Have,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16446-0_13,Privacy Preserving Image Registration,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16446-0_19,Transformer Lesion Tracker,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16440-8_51,Accurate and Robust Lesion RECIST Diameter Prediction and Segmentation with Transformers,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16443-9_68,RepsNet: Combining Vision with Language for Automated Medical Reports,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16452-1_37,Consistency-Preserving Visual Question Answering in Medical Imaging,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16446-0_57,Spatio-Temporal Motion Correction and Iterative Reconstruction of In-Utero Fetal fMRI,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16440-8_21,Physically Inspired Constraint for Unsupervised Regularized Ultrasound Elastography,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16434-7_9,End-to-End Learning for Image-Based Detection of Molecular Alterations in Digital Pathology,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16437-8_61,Building Brains: Subvolume Recombination for Data Augmentation in Large Vessel Occlusion Detection,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16440-8_37,Light-weight Spatio-Temporal Graphs for Segmentation and Ejection Fraction Prediction in Cardiac Ultrasound,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16437-8_40,Automation of Clinical Measurements on Radiographs of Children’s Hips,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16446-0_20,LiftReg: Limited Angle 2D/3D Deformable Registration,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16437-8_9,Contrastive Transformer-Based Multiple Instance Learning for Weakly Supervised Polyp Frame Detection,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16446-0_32,Noise2SR: Learning to Denoise from Super-Resolved Single Noisy Fluorescence Image,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16443-9_51,The Dice Loss in the Context of Missing or Empty Labels: Introducing $$\varPhi $$ and $$\epsilon $$,True,False,False,False,False,True,False,False,False,False
10.1007/978-3-031-16452-1_44,Interpretable Modeling and Reduction of Unknown Errors in Mechanistic Operators,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16437-8_15,TGANet: Text-Guided Attention for Improved Polyp Segmentation,False,False,False,False,False,False,False,False,False,False
10.1007/978-3-031-16446-0_48,What Can We Learn About a Generated Image Corrupting Its Latent Representation?,False,False,False,False,False,False,False,False,False,False
